App Name,App Id,Platform,Keyword,Store Domain,Store,Note,Last Update,Ranking,Change,Popularity,Difficulty,Apps in Ranking,Tags
BLW Baby Led Weaning Tracker,6758321287,iphone,baby recipes,us,🇺🇸 United States,Head term receitas,2026-08-06,OUT,,5,17,249,recipes;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,baby food recipes,us,🇺🇸 United States,BLW Meals subtitle: Baby Food Recipes & Tracker,2026-08-06,241,,6,21,247,recipes;long;competitor
BLW Baby Led Weaning Tracker,6758321287,iphone,weaning recipes,us,🇺🇸 United States,Composição receitas+weaning,2026-08-06,42,,5,9,242,recipes;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,baby meal ideas,us,🇺🇸 United States,Solid Starts print: Meal Ideas that Build Skills,2026-08-06,OUT,,5,23,249,recipes;long;competitor
BLW Baby Led Weaning Tracker,6758321287,iphone,toddler meal ideas,us,🇺🇸 United States,Extensão de audiência toddler,2026-08-06,OUT,,5,19,250,recipes;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,baby meal planner,us,🇺🇸 United States,Solid Starts print: Meal Planning & Shopping,2026-08-06,OUT,,5,19,250,recipes;long;competitor
BLW Baby Led Weaning Tracker,6758321287,iphone,first foods for baby,us,🇺🇸 United States,Variação first foods,2026-08-06,89,,5,15,246,intro_alimentar;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,baby first foods,us,🇺🇸 United States,Solid Starts name: Baby First Foods,2026-08-06,166,,8,17,247,intro_alimentar;long;competitor
BLW Baby Led Weaning Tracker,6758321287,iphone,introducing solids,us,🇺🇸 United States,Head term do nicho,2026-08-06,OUT,,5,7,33,intro_alimentar;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,introduce solids to baby,us,🇺🇸 United States,Long-tail intenção clara,2026-08-06,118,,5,9,249,intro_alimentar;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,when to start solids,us,🇺🇸 United States,Pergunta clássica do público (guia por idade),2026-08-06,OUT,,5,11,249,intro_alimentar;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,starting solids app,us,🇺🇸 United States,Long-tail com intent de app,2026-08-06,44,,5,19,249,intro_alimentar;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,6 month old food,us,🇺🇸 United States,Idade âncora do nicho,2026-08-06,143,,5,11,248,intro_alimentar;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,baby food 6 months,us,🇺🇸 United States,Variação idade,2026-08-06,89,,5,9,246,intro_alimentar;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,weaning app,us,🇺🇸 United States,Intent direto de app,2026-08-06,18,,5,13,250,intro_alimentar;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,weaning food,us,🇺🇸 United States,Composição weaning,2026-08-06,32,,5,9,244,intro_alimentar;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,baby led feeding,us,🇺🇸 United States,Sinônimo BLW,2026-08-06,30,,5,15,243,intro_alimentar;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,finger foods,us,🇺🇸 United States,Termo central BLW (self-feeding),2026-08-06,OUT,,5,44,240,intro_alimentar;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,baby finger foods,us,🇺🇸 United States,Variação finger foods,2026-08-06,121,,5,11,246,intro_alimentar;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,finger foods for baby,us,🇺🇸 United States,Long-tail finger foods,2026-08-06,163,,5,7,246,intro_alimentar;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,complementary feeding,us,🇺🇸 United States,Termo técnico (alimentación complementaria EN),2026-08-06,187,,5,7,250,intro_alimentar;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,infant feeding,us,🇺🇸 United States,Termo técnico,2026-08-06,OUT,,5,43,250,audience;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,baby nutrition,us,🇺🇸 United States,Head nutrição,2026-08-06,113,,5,23,249,audience;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,baby eating,us,🇺🇸 United States,Comportamento alimentar,2026-08-06,OUT,,5,59,248,audience;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,picky eater baby,us,🇺🇸 United States,Dor comum pós-BLW,2026-08-06,170,,5,11,249,audience;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,baby feeding schedule,us,🇺🇸 United States,Solid Starts subtitle: Meals Tracker Schedules,2026-08-06,OUT,,5,56,249,tracker;long;competitor
BLW Baby Led Weaning Tracker,6758321287,iphone,feeding schedule,us,🇺🇸 United States,Curto schedules,2026-08-06,OUT,,5,59,249,tracker;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,baby food chart,us,🇺🇸 United States,Formato guia procurado,2026-08-06,175,,5,39,248,intro_alimentar;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,wean,us,🇺🇸 United States,Raiz curta,2026-08-06,29,,5,13,240,intro_alimentar;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,weaning baby from breastfeeding,us,🇺🇸 United States,Long-tail adjacente (captura equivocada mas volume),2026-08-06,147,,5,15,243,intro_alimentar;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,blw meals,us,🇺🇸 United States,Competitor brand: BLW Meals (#2 do nicho),2026-08-06,OUT,,9,23,249,competitor_brand;short;competitor
BLW Baby Led Weaning Tracker,6758321287,iphone,solid starts app,us,🇺🇸 United States,Competitor brand long-tail,2026-08-06,OUT,,5,21,247,competitor_brand;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,101 before one,us,🇺🇸 United States,Competitor brand: 101 before one,2026-08-06,OUT,,9,30,29,competitor_brand;long;competitor
BLW Baby Led Weaning Tracker,6758321287,iphone,baby tracker,us,🇺🇸 United States,"Head genérico (diff alto, teste)",2026-08-06,OUT,,63,77,248,tracker;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,new parent app,us,🇺🇸 United States,Audiência ampla,2026-08-06,OUT,,5,62,248,audience;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,first bites,us,🇺🇸 United States,Naming do nicho (first bites),2026-08-06,OUT,,5,13,230,intro_alimentar;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,baby food list,us,🇺🇸 United States,Lista/checklist de alimentos,2026-08-06,159,,5,15,247,intro_alimentar;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,food checklist baby,us,🇺🇸 United States,Checklist 100 foods,2026-08-06,159,,5,19,249,tracker;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,gag reflex,us,🇺🇸 United States,Educação segurança (tips: choking vs gag),2026-08-06,OUT,,5,11,250,safety;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,high chair,us,🇺🇸 United States,"Contexto BLW (baixa intenção, probe)",2026-08-06,OUT,,5,34,88,audience;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,puree recipes,us,🇺🇸 United States,Composição puree do kw field,2026-08-06,OUT,,5,13,246,recipes;short;own
BLW Baby Led Weaning Tracker,6758321287,iphone,stage 1 baby food,us,🇺🇸 United States,Convenção de estágios US,2026-08-06,136,,5,7,242,intro_alimentar;long;own
BLW Baby Led Weaning Tracker,6758321287,iphone,baby milestones,us,🇺🇸 United States,Adjacente (probe),2026-08-06,OUT,,6,53,247,audience;short;own
